,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,duration,related_events,indv_prob,t1_t1_entropy,t2_t2_entropy,t1_t2_entropy,t2_t1_entropy,total_entropy,N_count,team1_entropy_segment,team2_entropy_segment,SEI
0,8eb54fd1-3b77-4de8-a6eb-63cb080010e7,1,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Barcelona,Regular Play,Barcelona,0.0,,0.0,,,,,,0.0,,,
1,dc677ade-3585-44c9-a377-c795a65c6310,2,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Barcelona,Regular Play,Manchester United,0.0,,0.0,,,,,,0.0,,,
2,de4c3384-3748-46b1-b6f0-6d7fd5ed41ab,3,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Barcelona,Regular Play,Manchester United,0.0,['206bb9ff-6848-4c98-8b81-797aaf24192b'],0.0,,,,,,0.0,,,
3,206bb9ff-6848-4c98-8b81-797aaf24192b,4,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Barcelona,Regular Play,Barcelona,0.0,['de4c3384-3748-46b1-b6f0-6d7fd5ed41ab'],0.0,,,,,,0.0,,,
4,a10ce602-229f-4c8a-8c61-95f8e7438a4a,5,1,2023-04-30 00:00:01.213,0,1,Pass,2,Manchester United,From Kick Off,Manchester United,0.5809000000000001,['ee82dbf9-b9f5-4eea-84f1-e243d1e97f51'],6.356470887363335e-05,,0.0008861819521321454,,,0.0008861819521321454,0.0,,,
5,ee82dbf9-b9f5-4eea-84f1-e243d1e97f51,6,1,2023-04-30 00:00:01.794,0,1,Ball Receipt*,2,Manchester United,From Kick Off,Manchester United,,['a10ce602-229f-4c8a-8c61-95f8e7438a4a'],0.00025425883549453347,,0.00392239208967166,,,0.00392239208967166,0.0,,,
6,1c1f5a32-40ab-40e6-98c3-cdc322a501ba,7,1,2023-04-30 00:00:01.794,0,1,Carry,2,Manchester United,From Kick Off,Manchester United,0.04,"['bcce0444-b3f0-45ab-acc7-85b97e846571', 'ee82dbf9-b9f5-4eea-84f1-e243d1e97f51']",0.00012712941774726673,,0.0055676265761886844,,,0.0055676265761886844,0.0,,,
7,bcce0444-b3f0-45ab-acc7-85b97e846571,8,1,2023-04-30 00:00:01.834,0,1,Pass,2,Manchester United,From Kick Off,Manchester United,0.9075000000000001,['a9141409-33a1-488a-bb7e-6f646bae6f00'],6.356470887363335e-05,,0.00645380852832083,,,0.00645380852832083,0.0,,,
8,4bb1f5d5-57db-4df5-bcef-86d28b12935a,9,1,2023-04-30 00:00:02.448,0,2,Pressure,2,Manchester United,From Kick Off,Barcelona,0.216133,,0.0,,0.00645380852832083,,,0.00645380852832083,0.0,,,
9,a9141409-33a1-488a-bb7e-6f646bae6f00,10,1,2023-04-30 00:00:02.742,0,2,Ball Receipt*,2,Manchester United,From Kick Off,Manchester United,,['bcce0444-b3f0-45ab-acc7-85b97e846571'],0.00025425883549453347,,0.009490018665860345,,,0.009490018665860345,0.0,,,
10,cfd687e2-566f-4f6f-b41c-c0242320495a,11,1,2023-04-30 00:00:02.742,0,2,Carry,2,Manchester United,From Kick Off,Manchester United,0.04,"['475c9f92-93b2-44c8-9525-fd93b2916a04', 'a9141409-33a1-488a-bb7e-6f646bae6f00']",0.00012712941774726673,,0.011135253152377369,,,0.011135253152377369,0.0,,,
11,475c9f92-93b2-44c8-9525-fd93b2916a04,12,1,2023-04-30 00:00:02.782,0,2,Pass,2,Manchester United,From Kick Off,Manchester United,3.8627000000000002,['8e225288-00e4-4ecd-8103-4f7885de959e'],6.356470887363335e-05,,0.012021435104509514,,,0.012021435104509514,0.0,,,
12,8e225288-00e4-4ecd-8103-4f7885de959e,13,1,2023-04-30 00:00:06.644,0,6,Ball Receipt*,2,Manchester United,From Kick Off,Manchester United,,['475c9f92-93b2-44c8-9525-fd93b2916a04'],0.00025425883549453347,,0.01505764524204903,,,0.01505764524204903,0.0,,,
13,3bf37278-f19b-4db0-b93b-fe0792395644,14,1,2023-04-30 00:00:18.726,0,18,Pass,3,Barcelona,From Throw In,Barcelona,2.031501,['ed068781-2bb5-4c86-a79f-d76ba4bf6444'],6.356470887363335e-05,0.0008861819521321454,0.01505764524204903,,,0.015943827194181175,0.0,,,
14,ed068781-2bb5-4c86-a79f-d76ba4bf6444,15,1,2023-04-30 00:00:20.758,0,20,Ball Receipt*,3,Barcelona,From Throw In,Barcelona,,['3bf37278-f19b-4db0-b93b-fe0792395644'],0.00025425883549453347,0.00392239208967166,0.01505764524204903,,,0.01898003733172069,0.0,,,
15,2ac7b2a9-a2b4-4d5e-be60-1ddd60e22a90,16,1,2023-04-30 00:00:20.918,0,20,Pass,3,Barcelona,From Throw In,Barcelona,1.4318,['534eeb98-7e00-4ad3-867e-19f7741b5553'],6.356470887363335e-05,0.0048085740418038056,0.01505764524204903,,,0.019866219283852835,0.0,,,
16,90991df1-6cea-41ee-8cdd-42594ff54728,17,1,2023-04-30 00:00:21.549,0,21,Pressure,3,Barcelona,From Throw In,Manchester United,0.6931309999999999,,0.0,0.0048085740418038056,0.01505764524204903,,,0.019866219283852835,0.0,,,
17,534eeb98-7e00-4ad3-867e-19f7741b5553,18,1,2023-04-30 00:00:22.350,0,22,Ball Receipt*,3,Barcelona,From Throw In,Barcelona,,['2ac7b2a9-a2b4-4d5e-be60-1ddd60e22a90'],0.00025425883549453347,0.00784478417934332,0.01505764524204903,,,0.02290242942139235,0.0,,,
18,fe118972-d112-4dd3-a62a-f1a2a5528ac8,19,1,2023-04-30 00:00:22.350,0,22,Carry,3,Barcelona,From Throw In,Barcelona,0.15940000000000001,"['534eeb98-7e00-4ad3-867e-19f7741b5553', 'cd3817c6-0ccd-43da-88ed-233bdc42349a']",0.00012712941774726673,0.009490018665860345,0.01505764524204903,,,0.024547663907909377,0.0,,,
19,cd3817c6-0ccd-43da-88ed-233bdc42349a,20,1,2023-04-30 00:00:22.509,0,22,Pass,3,Barcelona,From Throw In,Barcelona,2.990693,['2441fb3b-7909-433a-913f-bfe08b4d1ce0'],6.356470887363335e-05,0.010376200617992491,0.01505764524204903,,,0.02543384586004152,0.0,,,
20,2441fb3b-7909-433a-913f-bfe08b4d1ce0,21,1,2023-04-30 00:00:25.500,0,25,Ball Receipt*,3,Barcelona,From Throw In,Barcelona,,['cd3817c6-0ccd-43da-88ed-233bdc42349a'],0.00025425883549453347,0.013412410755532006,0.01505764524204903,,,0.028470055997581036,0.0,,,
