,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,duration,related_events,indv_prob,t1_t1_entropy,t2_t2_entropy,t1_t2_entropy,t2_t1_entropy,total_entropy,N_count,team1_entropy_segment,team2_entropy_segment,SEI
0,e9590f44-31cd-4bfb-a5b5-d1b77edabe0e,1,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Real Madrid,Regular Play,Real Madrid,0.0,,0.0,,,,,,0.0,,,
1,8e6accf0-c0e9-4e50-8057-7afc7934a4cf,2,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Real Madrid,Regular Play,Atlético Madrid,0.0,,0.0,,,,,,0.0,,,
2,eadd5c91-88e9-45b6-bcde-8bdc774a144f,3,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Real Madrid,Regular Play,Real Madrid,0.0,['990af1f5-ba52-478c-b8ec-c7d65754faaf'],0.0,,,,,,0.0,,,
3,990af1f5-ba52-478c-b8ec-c7d65754faaf,4,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Real Madrid,Regular Play,Atlético Madrid,0.0,['eadd5c91-88e9-45b6-bcde-8bdc774a144f'],0.0,,,,,,0.0,,,
4,ba7255ee-7068-4a58-a511-f90a01ff9853,5,1,2023-04-30 00:00:00.770,0,0,Pass,2,Real Madrid,From Kick Off,Real Madrid,0.186384,['f4281b11-3e80-4953-bfaf-45875626752b'],5.502668794365268e-05,0.0007786006151417395,,,,0.0007786006151417395,0.0,,,
5,f4281b11-3e80-4953-bfaf-45875626752b,6,1,2023-04-30 00:00:00.957,0,0,Ball Receipt*,2,Real Madrid,From Kick Off,Real Madrid,,['ba7255ee-7068-4a58-a511-f90a01ff9853'],0.0002201067517746107,0.0034527895721594764,,,,0.0034527895721594764,0.0,,,
6,a70dc2de-d9b3-4ba7-83b2-c6ed9205da73,7,1,2023-04-30 00:00:00.957,0,0,Carry,2,Real Madrid,From Kick Off,Real Madrid,0.305666,"['d2e20cdb-6c47-4735-aa95-6d7e8d7cac10', 'f4281b11-3e80-4953-bfaf-45875626752b']",0.00011005337588730537,0.00489993742655565,,,,0.00489993742655565,0.0,,,
7,d2e20cdb-6c47-4735-aa95-6d7e8d7cac10,8,1,2023-04-30 00:00:01.262,0,1,Pass,2,Real Madrid,From Kick Off,Real Madrid,2.186191,['d3517036-b672-4dc7-bbfb-f382d7e6bfc0'],5.502668794365268e-05,0.00567853804169739,,,,0.00567853804169739,0.0,,,
8,d3517036-b672-4dc7-bbfb-f382d7e6bfc0,9,1,2023-04-30 00:00:03.449,0,3,Ball Receipt*,2,Real Madrid,From Kick Off,Real Madrid,,['d2e20cdb-6c47-4735-aa95-6d7e8d7cac10'],0.0002201067517746107,0.008352726998715126,,,,0.008352726998715126,0.0,,,
9,3591cab9-0316-4b02-9e6d-7bb76bc6321b,10,1,2023-04-30 00:00:03.449,0,3,Carry,2,Real Madrid,From Kick Off,Real Madrid,0.648859,"['60a0ae07-2a29-4e75-b269-97fc5b667aa4', '77a7d43e-681a-4f01-bb64-03ee478fdc23', 'd3517036-b672-4dc7-bbfb-f382d7e6bfc0']",0.00011005337588730537,0.009799874853111299,,,,0.009799874853111299,0.0,,,
