,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,duration,related_events,out,indv_prob,t1_t1_entropy,t2_t2_entropy,t1_t2_entropy,t2_t1_entropy,total_entropy,N_count,team1_entropy_segment,team2_entropy_segment,SEI
0,7adee1c9-cc73-4a7d-ac27-29760feebc6d,1,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Celta Vigo,Regular Play,Celta Vigo,0.0,,,0.0,,,,,,0.0,,,
1,c67800d3-7104-4144-9417-cddef016e390,2,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Celta Vigo,Regular Play,Barcelona,0.0,,,0.0,,,,,,0.0,,,
2,9886dd13-e665-4245-96b8-46edb7b16a80,3,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Celta Vigo,Regular Play,Barcelona,0.0,['99b35214-b952-4790-ab9b-c2ffebd7858b'],,0.0,,,,,,0.0,,,
3,99b35214-b952-4790-ab9b-c2ffebd7858b,4,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Celta Vigo,Regular Play,Celta Vigo,0.0,['9886dd13-e665-4245-96b8-46edb7b16a80'],,0.0,,,,,,0.0,,,
4,f7fd7aae-7141-45d9-9cc8-f8350ee89917,5,1,2023-04-30 00:00:00.000,0,0,Tactical Shift,1,Celta Vigo,Regular Play,Celta Vigo,0.0,,,0.0,,,,,,0.0,,,
5,c8dd64eb-ec03-4d9a-af72-9bc28b6abf1d,6,1,2023-04-30 00:00:01.097,0,1,Pass,2,Celta Vigo,From Kick Off,Celta Vigo,0.47984899999999997,['642ff6ae-a445-4e54-a851-5f4015b3b2f1'],,6.826870562534135e-05,0.0009447307533995998,,,,0.0009447307533995998,0.0,,,
6,642ff6ae-a445-4e54-a851-5f4015b3b2f1,7,1,2023-04-30 00:00:01.577,0,1,Ball Receipt*,2,Celta Vigo,From Kick Off,Celta Vigo,,['c8dd64eb-ec03-4d9a-af72-9bc28b6abf1d'],,0.00027307482250136535,0.0041775041219952675,,,,0.0041775041219952675,0.0,,,
7,57d54d79-bf64-4277-82bd-83ee69040b44,8,1,2023-04-30 00:00:01.577,0,1,Carry,2,Celta Vigo,From Kick Off,Celta Vigo,0.21811000000000003,"['642ff6ae-a445-4e54-a851-5f4015b3b2f1', '8b0fa75a-027f-4e19-8dcc-8c6d06bc9b6b']",,0.0001365374112506827,0.005930428217543785,,,,0.005930428217543785,0.0,,,
8,8b0fa75a-027f-4e19-8dcc-8c6d06bc9b6b,9,1,2023-04-30 00:00:01.795,0,1,Pass,2,Celta Vigo,From Kick Off,Celta Vigo,1.912237,['2171de27-049f-40c9-9ae4-f59fa8222d2f'],,6.826870562534135e-05,0.006875158970943385,,,,0.006875158970943385,0.0,,,
9,2171de27-049f-40c9-9ae4-f59fa8222d2f,10,1,2023-04-30 00:00:03.707,0,3,Ball Receipt*,2,Celta Vigo,From Kick Off,Celta Vigo,,['8b0fa75a-027f-4e19-8dcc-8c6d06bc9b6b'],,0.00027307482250136535,0.010107932339539053,,,,0.010107932339539053,0.0,,,
10,ac14a906-5e41-40b6-86c5-397fb1e56f7f,11,1,2023-04-30 00:00:03.707,0,3,Carry,2,Celta Vigo,From Kick Off,Celta Vigo,1.729763,"['2171de27-049f-40c9-9ae4-f59fa8222d2f', '8d6a9223-5c6a-457a-9f8f-ce41450b7c40']",,0.0001365374112506827,0.01186085643508757,,,,0.01186085643508757,0.0,,,
11,8d6a9223-5c6a-457a-9f8f-ce41450b7c40,12,1,2023-04-30 00:00:05.437,0,5,Pass,2,Celta Vigo,From Kick Off,Celta Vigo,1.713489,['37e40abe-03b6-423b-83ad-4f0f3323a002'],,6.826870562534135e-05,0.012805587188487169,,,,0.012805587188487169,0.0,,,
12,37e40abe-03b6-423b-83ad-4f0f3323a002,13,1,2023-04-30 00:00:07.151,0,7,Ball Receipt*,2,Celta Vigo,From Kick Off,Celta Vigo,,['8d6a9223-5c6a-457a-9f8f-ce41450b7c40'],,0.00027307482250136535,0.016038360557082836,,,,0.016038360557082836,0.0,,,
