,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,duration,related_events,out,indv_prob,t1_t1_entropy,t2_t2_entropy,t1_t2_entropy,t2_t1_entropy,total_entropy,N_count,team1_entropy_segment,team2_entropy_segment,SEI
0,71dd1843-a9e6-4eba-badf-54b1b3815c65,1,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Kerala Blasters,Regular Play,Kerala Blasters,0.0,,,0.0,,,,,,0.0,,,
1,957b108f-e297-434a-846b-8e1df9aa528e,2,1,2023-04-30 00:00:00.000,0,0,Starting XI,1,Kerala Blasters,Regular Play,East Bengal,0.0,,,0.0,,,,,,0.0,,,
2,474409a9-e2e9-4521-b33b-82c444859705,3,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Kerala Blasters,Regular Play,East Bengal,0.0,['4056cbbe-949c-449d-b5d2-0fc83792bede'],,0.0,,,,,,0.0,,,
3,4056cbbe-949c-449d-b5d2-0fc83792bede,4,1,2023-04-30 00:00:00.000,0,0,Half Start,1,Kerala Blasters,Regular Play,Kerala Blasters,0.0,['474409a9-e2e9-4521-b33b-82c444859705'],,0.0,,,,,,0.0,,,
4,61613d9b-320f-4e73-bd45-92be83d62090,5,1,2023-04-30 00:00:01.127,0,1,Pass,2,Kerala Blasters,From Kick Off,Kerala Blasters,1.764138,['5bb91a1b-895b-4d10-a271-a58913deca48'],,7.996801279488206e-05,0.0010883820421486072,,,,0.0010883820421486072,0.0,,,
5,5bb91a1b-895b-4d10-a271-a58913deca48,6,1,2023-04-30 00:00:02.891,0,2,Ball Receipt*,2,Kerala Blasters,From Kick Off,Kerala Blasters,,['61613d9b-320f-4e73-bd45-92be83d62090'],,0.00031987205117952824,0.00480216610838398,,,,0.00480216610838398,0.0,,,
6,7feba4b4-9b39-4f70-84bd-73eb38083960,7,1,2023-04-30 00:00:02.891,0,2,Carry,2,Kerala Blasters,From Kick Off,Kerala Blasters,1.8017509999999999,"['5bb91a1b-895b-4d10-a271-a58913deca48', 'f756a29d-dd13-4c2c-ba8a-947820600e26']",,0.0001599360255897641,0.00681899416709143,,,,0.00681899416709143,0.0,,,
7,f756a29d-dd13-4c2c-ba8a-947820600e26,8,1,2023-04-30 00:00:04.693,0,4,Pass,2,Kerala Blasters,From Kick Off,Kerala Blasters,4.588542,,,7.996801279488206e-05,0.007907376209240037,,,,0.007907376209240037,0.0,,,
8,3a10d180-966d-45e6-a460-59aa93a9ab95,9,1,2023-04-30 00:00:40.821,0,40,Pass,3,East Bengal,From Goal Kick,East Bengal,3.542919,['6818a332-bab8-47ec-b0f3-86cca20a13ab'],,7.996801279488206e-05,0.007907376209240037,0.0010883820421486072,,,0.008995758251388646,0.0,,,
9,6818a332-bab8-47ec-b0f3-86cca20a13ab,10,1,2023-04-30 00:00:44.364,0,44,Ball Receipt*,3,East Bengal,From Goal Kick,East Bengal,,['3a10d180-966d-45e6-a460-59aa93a9ab95'],,0.00031987205117952824,0.007907376209240037,0.00480216610838398,,,0.012709542317624018,0.0,,,
